,URL,Stock_ID,Stock_Name,Publish Time,Title,Article
0,https://finance.sina.com.cn/stock/s/2021-08-19/doc-ikqcfncc3697214.shtml,stock_sh603300,华铁应急,2021年08月19日 08:28,5.6万台矿机、4000枚比特币去哪儿了？矿机罗生门持续发酵 华铁应急回复问询函,"['  原标题 5.6万台矿机、4000枚比特币去哪儿了?“矿机罗生门”持续发酵,华铁应急回复问询函', '  文陈勇洲 ', '  在遭到亿邦国际实名举报后,华铁应急披露了关于媒体报道事项问询函的回复公告,这一次,“矿机罗生门”的真相终于可以水落石出了吗?', '  “矿机罗生门”的来龙去脉', '  8月18日晚间,华铁应急披露关于媒体报道事项问询函的回复公告称,纽博实业与公司、实控人之间不存在关联关系,纽博实业不存在代公司签收相关服务器的情况。实控人胡丹锋及其配偶潘倩自2018年以来未曾持有过比特币的情况,胡丹锋及其配偶潘倩不存在通过侵占上市公司比特币进而侵害上市公司利益的行为。', '  曾是A股最大的比特币挖矿巨头的华铁应急(603300)与全球三大比特币矿机生产商之一的亿邦国际(EBON)的纠纷源于2018年5月,问题主要着围绕5.6万台矿机、4千枚比特币归属。', '  8月8日下午,亿邦国际召开新闻发布会称,已于8月6日向浙江证监局实名举报华铁应急涉嫌严重财务造假、严重信息披露违规,以及实际控制人胡丹峰及其配偶潘倩涉嫌巨额职务侵占掏空上市公司资产等违规问题,并公开了长达148页的举报材料。', '  8月9日,华铁应急开盘一字跌停,尽管当天早间紧急澄清,仍止不住股价颓势。', '  8月9日晚,华铁应急紧急召开了媒体说明会,全盘否认亿邦国际公开举报的相关事项。', '  8月10日,华铁应急连续两日一字跌停,亿邦国际再次发文予以针对性回击。', '  同日晚间,华铁应急收到上交所问询函,要求公司就亿邦科技的合同纠纷、托管费用、职务侵占等三个举报问题进行核实并补充披露。 ', '  亿邦国际原计划于8月15日下午2点召开关于华铁应急“三宗罪”第二次新闻发布会,再三推迟后最终决定取消。亿邦国际方面称取消的原因是:政府有意协调双方协商解决。 ', '  华铁应急:纽博实业与实控人之间不存在关联关系', '  目前争议的核心仍是5.6万台矿机的去向,华铁应急在回复函中称,2018年5月7日,华铁恒安与亿邦科技签订产品销售合同1份,合同签订后,华铁恒安在2.4万台服务器对外租赁过程中,由于比特币价格下降,加上亿邦科技交付的服务器与市场同类产品相比耗电量大,导致华铁恒安严重亏损,故华铁恒安在同年6月份决定不再继续履行合同。亿邦科技因其自身的需要,需将华铁恒安不再继续履行的5.6万台服务器继续出售,胡丹锋通过胡逸舟向纽博实业股东俞忠良引荐了亿邦科技,后续双方进行商谈,最终亿邦科技向纽博实业交付了5.6万台服务器。上述事实有亿邦科技董事、合同经办人章昊的证明、纽博实业确认的到货签收单、章昊在公安的笔录、亿邦实际控制人胡东的录音等证明予以证明,同时纽博实业经办人陈宝清也在公安的笔录中承认收到5.6万台服务器。', '  根据华铁应急的回复函,纽博实业原出资人胡月婷与公司董事长胡丹锋为姐弟关系。2011年4月,胡月婷将其持有的纽博实业股权转让,其后胡月婷不持有纽博实业股份。', '  公司核查了工商信息,并对胡月婷进行了访谈,胡月婷确认其与纽博实业不存在关联关系。同时,胡月婷与纽博实业公司股东、实际控制人、现任董事、监事、高级管理人员及其控制的企业或组织不存在经济往来或其他交易。 ', '  公司核查了相关期间自身银行流水,与纽博实业、纽博实业股东、实际控制人及其控制的企业或组织不存在资金往来。 ', '  公司核查了亿邦科技董事、合同经办人章昊的证明、纽博实业确认的到货签收单、章昊在公安的笔录以及亿邦实际控制人胡东的录音均可证明5.6万台设备由纽博实业签收。 ', '  公司对纽博实业经办人陈宝清进行了访谈,陈宝清确认5.6万台服务器为纽博实业需要所采购并由其本人接收,不存在代上市公司签收的情况。 ', '  综上,纽博实业与上市公司、实际控制人之间不存在关联关系,纽博实业不存在代上市公司签收相关服务器的情况。网络流传的“纽博实业是实际控制人胡丹锋姐姐的公司,其代为上市公司签收相关服务器”为不实传言。', '  媒体报道称部分上市公司员工曾于2018年向托管方支付托管费用3000余万元,但该笔费用未被上市公司计入当年发生的托管费用中。', '  根据华铁应急的回复函,经核实,董君娜、陈智潇、杨涛、胡金萍向洪佳俊、北京博瑞时空文化传播有限公司支付的费用与华铁应急无关,上述个人支付的费用,为与纽博实业的相关费用。2018年至2021年7月期间,公司员工杨涛、董君娜、陈智潇、胡金萍与上市公司之间除了工资、购买股权款及正常报销往来外,不存在其他资金往来。2018年至2021年7月期间,杨涛、胡金萍、陈智潇与实际控制人胡丹锋及其妻子潘倩之间不存在资金往来。2018年至2021年7月期间,董君娜与潘倩之间不存在资金往来。2021年1-7月董君娜与公司实际控制人胡丹锋有30万的资金往来,系替其报销的差旅费。', '  媒体报道称公司实际控制人及其配偶曾开具比特币账户,利用上市公司购买的矿机挖矿并将产生的矿池收益据为己有。', '  根据华铁应急的回复函,根据公司对胡丹锋、潘倩的访谈,潘倩的手机号139****9886曾在BTC.com网站注册了比特币矿池账户,但并不是比特币钱包。其开立比特币矿池账户的原因为公司届时刚刚接触比特币“矿机”租赁业务,为确保租金能够收回,想要实时监管比特币“矿机”的运行及收益情况。后经别人介绍,比特币矿池账户可以作为观察账户,与比特币“矿机”连接后,能实时观察到活跃或非活跃的矿机数量、实时算力、挖矿的收益等信息,遂与矿机运营方协商由其通过潘倩的手机号139****9886在BTC.com网站注册了比特币矿池账户。2019年起,因公司不再经营比特币“矿机”租赁业务,该比特币矿池账户也随后注销。 ', '  公司对胡丹锋及其配偶潘倩2018年1月至2021年7月的银行账户资金流水进行了查验,未发现存在与比特币挖矿相关的资金往来。 ', '  另外,对于备受关注的老板娘潘倩拿走价值12亿人民币的4418.895748枚比特币的问题,华铁应急在回复函称,公司作为矿机设备的持有方,需要查看矿机产生的收益与运行情况等。由于公司前期内部治理不够完善,存在将潘倩手机号作为公司公用手机号的情况,当时公司出于对前端信息监控的考虑,故使用潘倩的手机号139****9886开设矿池账户。经访谈陈宝清,潘倩账户名下的钱包地址由矿机运营方提供,由运营方统一收取矿机挖出的比特币,随后用比特币或将比特币变现后支付相关费用,剩余收益归属承租方。媒体报道中提及的“4418.895748枚比特币”已由运营方于2018年6月至2019年2月内全部出售用于相关费用。', '  综合前述情况,胡丹锋及其配偶潘倩自2018年以来未曾持有过比特币的情况,胡丹锋及其配偶潘倩不存在通过侵占上市公司比特币进而侵害上市公司利益的行为。 ', '  证券时报记者注意到,关于这次“举报门”仍有不少疑点。', '  亿邦国际在举报中提到,华铁应急的高管、核心人员有支付比特币矿机托管费,参与挖矿的行为。华铁应急实控人、董事长胡丹峰在8月9日晚召开的媒体说明会上表示:“的确有部分公司人员参与挖矿,但系个人行为,与公司无关。”', '  但按照华铁应急回复函,公司员工用来支付电费的比特币买卖所得,为员工代陈宝清持有并交易,即卖币套现为帮客户还电费。此说法与此前媒体说明会的回应不完全一致。', '  华铁应急在回复函中没有提供矿机租赁业务运营方卖出比特币的交易记录,回复函的证据力欠佳。', '  截至目前,两家上市公司各执一词,“矿机罗生门”事件仍在持续发酵。']"
1,https://finance.sina.com.cn/stock/s/2021-08-12/doc-ikqcfncc2492038.shtml,stock_sz300413,芒果超媒,2021年08月12日 19:37,2分钟读财报 | 霍尊被曝“丑闻”，《哥哥》今晚就播，芒果3万多股东懵了,"['  8月10日晚,“哥哥团”嘉宾霍尊被爆出恋爱期间出轨,抛弃相恋九年的女友,一举冲上微博热搜榜。截至11日23点,微博相关话题阅读量达到12.2亿。', '  今年以来,芒果超媒股价整体呈下行走势,此事件会对即将播出的《披荆斩棘的哥哥》有多大影响?芒果超媒的股价怎么走?', '  今年以来,芒果超媒股价整体呈下行走势,1月22日以来累计跌幅超36%,截至11日收盘,芒果超媒股价为57.77元,总市值1029亿元。截至2021年3月31日,该公司拥有股东3.63万户。', '  2021年4月25日晚间,芒果超媒披露2020年年度报告以及2021年一季报。报告显示,公司2020年营业收入为140亿元,同比增长12.01%;净利润19.82亿元,同比增长71.42%。', '  据一季报显示,芒果超媒2021年同样实现“开门红”,营收40.09亿元,同比增长47%,净利润7.73亿元,同比增长61.18%。', '  尽管芒果超媒在2020年年报和2021年的一季报中都取得了较大的利润增长,但在爱奇艺看来,芒果TV所擅长的综艺,似乎很难成为决定性品类。', '  当下国内长视频市场,优、爱、腾三家虽然盈利不如芒果超媒,但三家所占据的市场份额要远超芒果超媒,对于芒果超媒来说,想要破圈就必须采购头部剧集,但是高昂的成本,远超综艺带来的盈利。这样来看,芒果超媒的盈利似乎只是短期盈利,完全撑不起长久市值。', '2分钟读财报|TCL输不起的不是官司,而是明天靠涨价提升业绩', '2分钟读财报|涪陵榨菜10年来首次年中业绩下滑,重金投入品牌宣传未见成效', '2分钟读财报|云南白药因生产劣质口罩被罚市值较年内高点蒸发800亿', ' ']"
2,https://cj.sina.cn/article/norm_detail?url=https%3A%2F%2Ffinance.sina.com.cn%2Fstock%2Ft%2F2021-08-18%2Fdoc-ikqcfncc3530905.shtml,stock_sz002594,比亚迪,2021年08月18日 10:37,[股民灵魂三问]一买就跌、一卖就涨？还没反应过来，股价就上了天？818财富节钜惠！散户必备3大利器提升胜率,"['  入口提示:新浪财经APP-行情-决策商城', '  你是否曾遇到,炒股票一买入就跌,一卖出就涨?有时候,还没有反应过来,股价就上了天,究竟应该怎么办呢?有没有什么办法解决?如何操作,成功率才高?', '  一年一度818理财节重磅来袭,在8月16日至8月20日活动期间,三大利器【五星股票池】【五星情报局】【尾盘掘金】钜惠回馈投资者!', '  【五星股票池】:B点买S点卖,小白也不怕魔咒了', '  低位买入高位卖出,赚取中间差价,这是投资的赚钱基本道理!但事实上,大多数人都是“高买低卖”:市场一涨,看到别人都赚钱,就忍不住跑步进场,市场一跌,又慌忙割肉。', '  而【五星股票池】则便是针对解决上述问题而打造的一款炒股工具!其基于严密的逻辑和海量的数据,捕捉龙头股吸低和趋势股追涨买点机会!B点买S点卖,专为投资者量身定做!有了这款炒股工具,即使是股市小白,也不用怕“高买低卖”的魔咒了,手把手教你驰骋A股赛场!', '  多说无益,就看战绩!', '  据悉,【五星股票池】大数据系统内有两套算法:', '  一是精确捕捉超跌反弹:根据价量、资金等多个因子经过复杂运算,判断超跌反弹后出现买点。', '  二是高成功率追涨模式:根据多日k线形态和资金情况,结合主力经典手法,研发中短线追涨买点。对所有的可能获利的买点进行了严格筛选和回测,选择的胜率更高的买点为星级买点。', '  【五星股票池】原价288元/月,在8月16日至8月20日活动期间,仅需158元/月!原价1988元/年,活动期间5.8折优惠,仅需1088元/年!', '  买【五星情报局】送五星股票池,每周1节视频直播,和高手面对面互动', '  五星情报局是五星股票池的精华版。五星情报局在五星股票池的基础上,叠加了我们的选股因子:估值、反转、成长、盈利、市值、政策风口、机构持仓等。', '  为什么要叠加这些选股因子呢?因为一个票,短期来看是技术面的异动,但本质是行业景气度和公司景气度,特别是公司业绩的爆发而带来的市场资金的关注度提升。', '  当前在注册制大背景下,A股正在走结构性的慢牛行情。结构性行情,并非普涨,其实就是主线行情。', '  五星情报局运用算法计算资金动向,主线选股,买点择时,提前低吸,不会追在最高位,提升胜率,适合散户操作。', '  五星情报局包括4大选股框架+五星买点信号,本质上是选股和择时的结合,也是一个完整的投资体系。在投资体系的基础上,买什么,何时入场和出场,都有一个清晰的逻辑。', '  弄懂本质,才能更好的持股,才更有信心。每周四下午16:00-16:40,固定时间段内,五星情报局金牌投顾老师视频直播讲解!让你有机会和高手面对面互动。', '  按季度订阅【五星情报局】,原价1764元/季,现在仅需1298元/季!并且买【五星情报局】,送同等时长的【五星股票池】。', '  【尾盘掘金】:武装自己,洞察主力', '  近期,新能源、半导体等相关股票飙涨,于是就有人说,怕高的都是苦命人,追高的都是短命人。怕高的被气死,追高的被套死。这横竖都是个死,你说这让我们这些小散该如何是好?', '  关键是要发现主力资金介入的信号,因为市场行为包容消化一切影响价格的任何因素,基本面、消息面、技术面等因素最终会通过主力资金的动向体现出来,所以捕获主力就成为了致胜的关键。', '  例如,5月10日,【尾盘掘金】发现主力在比亚迪的尾盘搞偷袭,并在当天的14点50分进行了预警提示。同时,当天新浪财经Level-2的大单净量也由流出变为了流入,这意味着有主力资金在行动。', '  随后,大单净量资金就开始了持续流入的状态,这也推动了股价的稳步上涨,比亚迪的股价从141元左右最高涨到了317元左右,区间最大涨幅超过了120%。', '  需要注意的是,主力有强有弱,拉升空间也有大有小,指望主力将每只股票都拉升几倍是不现实的,也不要期望从鱼头吃到鱼尾,赚到合适的利润就行,切记不要坐了过山车。', '  最开始,你可能就是个散户。慢慢的,你就成为了主力中的一份子。久而久之,你就成为了主力!', '  好的产品就像好的股票一样,你今天不买,明天可能就不是现在这个价格了,也更不要让主力多了几件武器而超越了你。时间紧迫,话不多说,赶紧上车。武装自己,逼死主力。', '  【尾盘掘金】原价188元/月,在8月16日至8月20日活动期间,仅需118元/月!原价518元/季,活动期间5.8折优惠,仅需298元/季!', '  入口提示:新浪财经APP-行情-决策商城', '  本产品由优品投顾提供,机构编号ZX0111。风险提示:本产品仅供参考,不构成具体投资建议。策略产品研发投资顾问编号A0340617070005,策略根据算法模型得出,存在局限性,不代表未来收益。用户需独立做出投资决策,风险自担。市场有风险,投资需谨慎。']"
3,https://finance.sina.com.cn/stock/marketresearch/2021-07-26/doc-ikqciyzk7737858.shtml,stock_sh600617,国新能源,2021年07月26日 16:15,安信策略：A股市场整体估值应上修 而非下修,"['  相关阅读:2021中期策略会,百位首席把脉市场', '  来源:金融界网', '  安信策略陈果市场下跌点评:A股市场整体估值应上修,而非下修', '  今日三大指数集体下跌幅度超2%,沪指失守3500点,沪深300跌幅超3%:', '  安信策略点评如下:', '  今年的A股市场,安信策略关键词“牛心熊胆,成长为王”,对于今日下跌,我们认为外资或市场对于有关政策的解读可能存在误读,情绪宣泄不可持续。', '  我们关注到上周公布的教育行业“双减”,以及腾讯音乐落锤反垄断,导致海外中概股集体下跌,今日A股市场陆股通也出现了一定量的净流出,和投资者交流,代表性的声音是外资乃至市场可能担忧后续对民生类行业的政策,包括效率与公平的再平衡等问题。另外今日上午中国外交部副部长谢锋同美国国务院常务副国务卿舍曼在天津举行会谈,有投资者认为其结果并不明朗。江苏尤其南京等地疫情也使得有投资者担心后续经济包括消费的恢复。', '  我们认为,近期有关领域的政策不能简单认为是只关注公平不考虑效率。过去一个阶段,一些领域如互联网的乱象一定程度上压制了当前的创新,教育的乱像一定程度上压制了下一代的活力。政策规范乱象具有相当的必要性,拨乱反正短期影响部分公司现有盈利模式,中期有利释放整个社会的活力,对于A股市场整体估值而言,我们认为不应下修,而应上修。', '  对于A股市场核心赛道而言,我们不认为有合理逻辑可推断未来政策将改变新能源汽车的趋势,改变半导体的趋势,我们也不认为市场应担心未来政策会根本改变中国医疗服务、CXO、次高端与高端白酒的基本面。我们同样认为,中美关系短期谈判进展对中国新能源汽车、半导体及内需消费等行业并不能构成显著影响,反而我们认为自主可控是中期难以扭转的大势所趋。', '  我们认为今日市场下跌一定程度反应了部分资金对政策的误读及情绪的宣泄,这种性质的下跌不会持续,市场随时将企稳。我们认为疫情可能存在反复,但成功战胜疫情是必然结果。市场估值层面未来一个阶段流动性有望继续宽松,预计资金仍会净流入A股市场,而近期的政策使得我们对中国社会的中期健康发展更有信心,中概股一些公司短期盈利模式面临改变的需要,但A股市场整体估值不应下修,而应上修,', '  我们认为,A股震荡整固之后方向依然是向上,这个阶段主线依然将围绕在高景气的制造升级硬科技领域,包括新能源汽车产业链、半导体、军工等,同时制造升级推动消费升级的趋势不会改变,我们对医疗消费等领域中期仍然抱积极态度。', '  今年,当市场暴跌时,需要不忘牛心。']"
4,https://finance.sina.com.cn/stock/usstock/c/2021-08-19/doc-ikqciyzm2271287.shtml,usstock_QCOM,高通,2021年08月19日 02:01,美联储会议纪要：今年开始放缓购债步伐可能是合适的,"['  美联储周三公布了7月27-28日联邦公开市场委员会(FOMC)货币政策会议的纪要文件。会议纪要暗示,美联储官员在7月的会议上制定了可能在年底前放缓每月购债步伐的计划。然而官员们希望明确,缩减购债并不是即将加息的前兆。会议纪要还指出,有“一些”官员宁愿等到2022年初才开始缩减购债。', '  纪要显示,与会官员们讨论了资产购买,包括朝着FOMC充分就业和物价稳定取得进展,还考虑在经济条件满足时如何调整资产购买。官员们表示,美联储今年可能会达到缩减购债规模的门槛。', '  会议纪要指出:', '  “展望未来,大多数与会者指出,如果经济按照他们的预期发展,他们认为今年开始放缓资产购买步伐可能是合适的”,并补充称经济已经达到通胀目标,并对就业增长的进展“接近满意”。', '  然而,委员会成员们普遍认为,就业尚未达到美联储在考虑加息之前设定的“实质性进一步进展”标准。', '  纪要显示,美联储决策层存在意见分歧。一些官员甚至担心,如果新冠病例继续上升并可能抑制经济增长,通胀可能会重新陷入下行趋势。数位官员表示,如果变异毒株在美国的传播情况恶化,他们恐怕会改变对货币政策的立场。', '  官员们判断,当前经济前景的“不确定性非常高”,新冠delta变体和通胀均构成挑战。一些与会者建议,鉴于近期的高通胀数据可能比预期的更持久,准备“相对较快地开始缩减”资产购买步伐将是谨慎的做法。另外几位官员则认为,“未来一段时间”可能都不会减码购债。', '  几位与会者还指出,缩减资产购买规模并不等于收紧货币政策立场,而只是暗示将以较慢的速度提供额外的货币宽松政策。', '  此外,部分与会者认为减码购债将取决于经济形势,减码行动与加息的时间点无关。一些与会者还表达了对保持高度宽松的金融环境可能会导致金融系统风险进一步增加的担忧。', '  大多数官员还认为,成比例缩减住房抵押贷款支持证券和国债购买是有利的。', '  关于市场普遍关注的通胀问题,纪要显示,与会者表示,最近的通胀数据受到供应瓶颈和劳动力短缺的影响,很可能是暂时的。一些与会者强调,近期的高通胀数据在很大程度上是由少数类别的价格上涨推动的。 ', '  美联储7月底维持三大利率不变,并表示美国经济已经朝着缩减量化宽松所需的目标取得了进展,未来几次会议上将继续评估进展。美联储主席鲍威尔在利率决议后的新闻发布会上表示,通胀可能会比预期的更高、更持久,但仍有望降至长期目标。如果通胀路径大幅且持续超出目标,美联储准备调整政策。']"
5,https://finance.sina.com.cn/stock/jsy/2021-08-04/doc-ikqcfncc0830801.shtml,stock_sz002594,比亚迪,2021年08月04日 10:21,快讯：比亚迪早盘大涨逾7% 股价首次站上300元关口创历史新高,"['  炒股就看金麒麟分析师研报,权威,专业,及时,全面,助您挖掘潜力主题机会!', '  8月4日消息,比亚迪早盘大涨逾7%,股价首次站上300元关口创历史新高。截至发稿,股价报299.02元,成交21.81万手,成交额63.82亿元,最新市值8555亿元。', '  消息面上,日前中国汽车工业协会发布重点企业旬报情况预估,2021年7月,汽车行业销量预估完成182万辆,环比下降9.7%,同比下降13.8%;分大类看,乘用车销量同比下降11.2%,商用车销量同比下降27.1%。1-7月,汽车行业累计销量预估完成1471万辆,同比增长19%;分大类看,乘用车销量同比增长20.5%,商用车销量同比增长13.3%。  ', '  华创证券发布研究报告称,维持比亚迪股份“强推”评级,维持2021年归母净利润预测47亿元,上调2022-23年归母净利润预测至78/132亿元,对应EPS1.66/2.72元/4.61元。上调A股目标价至360.7元(原293.5元),对应估值约10320亿元、PS3.8倍,考虑A/H溢价1.10,上调H股目标价至327.9港元。']"
6,https://finance.sina.com.cn/stock/relnews/us/2021-08-16/doc-ikqciyzm1757861.shtml,stock_sh603300,华铁应急,2021年08月16日 14:05,亿邦国际：政府有意协调与华铁应急协商，发布会予以取消,"['鸵鸟区块链8月16日消息,据亿邦国际官方发布消息称,因政府有意协调双方协商处理,发布会予以取消。此前亿邦国际召开新闻发布会指称,华铁应急涉嫌严重信披违规、财务造假以及实际控制人涉嫌巨额职务侵占掏空上市公司资产三宗‘罪’,而且已经向证监会、上交所和浙江省证监局公开实名举报华铁应急。']"
7,https://finance.sina.com.cn/money/fund/jjyj/2021-08-18/doc-ikqciyzm2141881.shtml,stock_sz399006,创业板指数,2021年08月18日 11:46,大成恒生科技ETF联接产品将于8月25日起发行,"['  中证网讯(记者张焕昀)据悉,首批跟踪恒生科技指数的ETF恒生科技ETF的发起式联接基金——大成恒生科技ETF发起式联接将于8月25日发售。大成恒生科技ETF将由海外投资老将冉凌浩担任基金经理,冉凌浩有着近10年境内外指数及主动权益投资经验,在指数、指数增强、主动量化和量化对冲等领域经验丰富,擅长风险控制。目前管理着包括大成标普500等权重指数、大成纳斯达克100指数、大成恒生指数等多只指数产品。', '  冉凌浩表示,恒生科技指数在港股市场日益举足轻重,已成为继恒生指数和恒生国企指数后的另一旗舰指数。经过历时数月的区间震荡走势,恒生科技指数已经初步展现底部区间迹象。', '  冉凌浩认为,恒生科技指数已近底部区间的主要原因有以下几点:', '  第一,恒生科技指数的估值已经很低,但其成长性依然保持在较高水平,其PEG比创业板指数及纳斯达克100指数都低。', '  第二,恒生科技指数主要权重股,如某些互联网巨头企业的估值水平已经位于历史低水平区间,未来下跌空间很小。', '  第三,从最近几天的市场走势来看,恒生科技指数没有进一步下跌,暗示已经基本平缓。', '  冉凌浩认为,2020年港股表现明显不如美股及A股,但港股前期的滞胀正是为将来的补涨提供了充足的空间,未来也将会有多重动能驱动港股上涨。长期来看,港股市场走势完全由上市公司盈利水平决定;未来两年,港股上市公司盈利有望快速上行,有力支撑港股走势。', '  冉凌浩指出,恒生科技指数已经基本到底部区间的观点,但认为反弹可能不会来得那么快,因为市场需要时间来彻底消化负面消息,其间可能会出现窄幅震荡的走势。但是到四季度,投资者会逐步开始以2022年的业绩来重估恒生科技指数的估值状况,届时会发现恒生科技指数依然有着很好的成长性,同时估值更便宜,这可能会推动指数出现较好的涨幅。']"
8,https://finance.sina.com.cn/stock/gujiayidong/2021-07-29/doc-ikqciyzk8283939.shtml,stock_sz002024,苏宁易购,2021年07月29日 11:16,阿里或开启全面接管 苏宁易购触及涨停,"['  7月29日消息,临近午盘,苏宁易购触及涨停,封单超22万手。', '  消息面上,据悉,引入战略投资者后,苏宁易购将成为一家表面上“无实际控制人”的公司。今天(7月29日)下午召开的股东大会的表决结果,或将意味着阿里系对苏宁易购“全面接管”的开始。从接近消息人士处了解到,如果不出意外,阿里提名的黄明端进入董事会并出任新一任董事长;苏宁易购张近东之子张康阳进入董事会,成为新任董事会的非独立董事。']"
9,https://finance.sina.com.cn/money/fund/jjh/2021-07-26/doc-ikqcfnca9136275.shtml,stock_sz300033,同花顺,2021年07月26日 15:46,华夏基金微策略：不要恐慌 市场无系统性风险,"['市场恐慌>系统性下跌,基金面良好臻选优质基金大成产业趋势混合(010826)一键购买链接>>  ', '今日A股三大指数出现大幅下跌,创业板指一度探底跌超5%,MiniLED、MCU芯片活跃,国防军工板块涨幅居前,医美、教育、云游戏板块走弱,白酒概念遭重挫领跌,两市近3300家个股下跌,多数题材股普跌,亏钱效应明显。北上资金今日大规模流出达128亿。', '  📊下跌原因', '  ️原因1:今天大跌的主要原因与境外市场风险情绪和资金面的传导有关。上周美股市场,由于教育板块受政策影响出现大跌,忧虑情绪蔓延至其他中概行业,导致中概股全线出现急挫,对市场情绪影响较大,港股也表现疲软。今日开盘后,在资金面压力下,外资减仓流出较多,对部分外资持仓比重较大的品种形成拖累(如消费),并带动市场整体出现大幅调整。', '  ️原因2:7月份以来市场保持震荡格局,显示在当前位置资金已经存在分歧。由于流动性相对充裕且行业间盈利分化明显,在景气投资主线下,部分结构性品种持续走强,短期股价和估值均出现较大提升,容易因资金阶段性兑现收益而放大市场波动。', '  后市判断', '  ️指数层面仍处于波动期,且大概率在未来1-2周维持弱势,但市场整体并没有系统性风险,对下半年继续维持震荡市的判断。特别是,今年市场在宏观经济、政策面、企业盈利等方面与2018年有着本质不同,A并不会进入熊市区间。', '  ️首先,央行降准后,打消货币政策紧缩的担忧,谨慎预期的缓解有利于风险偏好的稳定;同时也释放了重要的政策信号,即面对宏观层面的不确定,政策仍有仍充足的空间和工具应对,对市场风险起到有力的对冲和稳定效应;其次,企业盈利仍保持较高景气度,Q1高盈利增速使ROE改善,预计中报盈利向好背景下,各主要板块ROE改善趋势延续;最后,在房地产持续加强调控的背景下,居民财富加大权益资产配置,长期增量资金流入股市的大方向不会发生改变。', '  投资机会', '  ️从风格角度,当前环境会使得风格有阶段性变化,短期可能上证50、沪深300等有可能逐渐好于中小创,但下半年整体风格仍然有利于成长和周期。在投资方向上,根据目前我们的跟踪调研,新能源车、光伏、半导体、军工等新兴行业的景气程度仍然较高,虽然部分品种(如新能源车)因资金短期交易拥挤有一定波动可能,但下半年投资确定性仍然较强。', '  ️总体而言,任何一次市场的调整,都是加仓未来核心资产、未来成长龙头的重要机会。', '  (数据来源:同花顺,市场有风险投资需谨慎,以上观点仅供参考)']"
