,URL,Publish Time,Title,Stock,Article
0,https://finance.sina.com.cn/money/fund/aiassistant/jzyd/2021-08-10/doc-ikqcfncc1931255.shtml,2021年08月10日 07:01,德邦大消费混合C净值上涨3.19%,"[['stock_sh000806', '中证消费服务领先指数']]","['德邦大消费混合型证券投资基金(简称:德邦大消费混合C,代码008841)公布8月9日最新净值,上涨3.19%。', '德邦大消费混合C成立于2020年6月18日,业绩比较基准为80%×中证消费服务领先指数收益率+20%×一年期银行定期存款利率(税后)。该基金成立以来收益21.29%,今年以来收益-5.06%,近一月收益-0.46%,近一年收益13.05%。近一年,该基金排名同类1913/3623。', '基金经理为黎莹。黎莹自2020年5月25日管理(或拟管理)该基金,任职期内收益21.29%。', '最新定期报告显示,该基金前十大重仓股如下:']"
1,https://finance.sina.com.cn/chanjing/gsnews/2021-07-13/doc-ikqciyzk5080177.shtml,2021年07月12日 23:35,苏宁易购董事会格局生变：创始人张近东辞任董事长 苏宁易购旧两席董事由新新零售基金承接,"[['stock_sz002024', '苏宁易购']]","['  经济观察网记者黄一帆 在苏宁易购(002024.SZ)经历近期系列变动后,公司内部权力格局即将发生变化。', '  7月12日晚间,苏宁易购发布公告,向外披露了拟改选董事安排。根据公告,创始人张近东向董事会提出辞去公司董事长、董事任职以及董事会战略委员会主任委员职务。同时,张近东提名张康阳提名非独立董事,张康阳为张近东之子。', '  除张近东外,原董事孙为民、孟祥胜、杨光辞任。', '  这意味着,经历本次改选董事后,苏宁系董事席位由4席减为2席,分别为张康阳、任峻,在股东大会通过前,任峻履行董事长职务。', '  苏宁系两席董事由新新零售基金二期承接,新新零售基金二期提名冼汉迪、曹群为公司第七届董事会非独立董事候选人。', '  资料显示,冼汉迪是中手游的联合创始人及副董事长。曹群先后担任华泰紫金投资副总经理(主持工作)、总经理、董事长等职务。', '  淘宝中国仍有两席董事,其中,淘宝中国提名黄明端作为公司第七届董事会非独立董事候选人,黄明端获委任为高鑫零售有限公司董事会主席。另外一席仍为徐宏,现任阿里巴巴集团财务副总裁。', '  苏宁易购方面表示,董事会成员改选完成后,公司董事会成员构成更加多元,战略股东代表董事将积极发挥其自身在战略管理、经营管理及投资管理等方面的专业经验,进一步推动公司的持续、稳定、健康发展。', '  此外,公告显示,董事会审议通过了聘任张近东为公司董事会名誉董事长议案,继续利用其在战略统筹和发展规划方面的经验,为公司高质量发展提供指导和帮助,更好地保障公司持续、健康、稳定发展。', '  据了解,上述改选董事议程将于7月29日召开的临时股东大会进行审议。']"
2,https://finance.sina.com.cn/roll/2021-08-10/doc-ikqcfncc1909958.shtml,2021年08月10日 01:43,广东中旗新材料股份有限公司 首次公开发行股票网上路演公告,"[['stock_sz001212', '中旗新材']]","['', '  保荐机构(主承销商):', '  广东中旗新材料股份有限公司首次公开发行不超过2,267.00万股人民币普通股(A股)(以下简称“本次发行”)的申请已获中国证券监督管理委员会证监许可[2021] 2346号文核准。', '  本次发行采用网下向符合条件的投资者询价配售(以下简称“网下发行”)和网上按市值申购方式向社会公众投资者定价发行(以下简称“网上发行”)相结合的方式进行。本次发行数量为2,267.00万股,回拨机制启动前,网下初始发行数量为1,360.20万股,占本次发行总量的60%;网上初始发行数量为906.80万股,占本次发行总量的40%。发行人和主承销商将根据初步询价结果,并综合考虑发行人基本面、所处行业、可比上市公司估值水平、市场情况、募集资金需求及承销风险等因素,协商确定发行价格。为了便于社会公众投资者了解发行人的基本情况、发展前景和本次发行的相关安排,发行人和主承销商将就本次发行举行网上路演。', '  1、网上路演时间:2021年8月11日(周三)14:00~17:00', '  2、网上路演网址:全景网(https://rs.p5w.net)', '  中证网(http://www.cs.com.cn)', '  中国证券网 (http://roadshow.cnstock.com)', '  3、参加人员:发行人管理层主要成员和保荐机构(主承销商)相关人员。', '  本次发行的招股意向书全文及相关资料可在中国证监会五家指定网站(巨潮资讯网www.cninfo.com.cn;中证网www.cs.com.cn;中国证券网www.cnstock.com;证券时报网www.stcn.com;证券日报网www. www.zqrb.cn)查阅。', '  敬请广大投资者关注。', '  发行人:广东中旗新材料股份有限公司', '  保荐机构(主承销商):民生证券股份有限公司', '  2021年8月10日']"
3,https://finance.sina.com.cn/stock/snipe/2021-08-02/doc-ikqcfncc0389742.shtml,2021年08月02日 09:31,华大基因大涨,"[['stock_sz300676', '华大基因']]","['  08月02日消息,华大基因大涨,截止09:31,报价118.15元,涨幅5.12%,成交9921手,成交量1.16亿元,换手率0.4%。', '  资金流向方面,呈现主力资金净流出状态,特大单买入0.0367亿元,占比6.46%,卖出0.103亿元,占比18.14%;大单买入0.2069亿元,占比36.46%,卖出0.151亿元,占比26.61%。']"
4,https://finance.sina.com.cn/stock/observe/2021-07-21/doc-ikqcfnca8145223.shtml,2021年07月21日 13:31,捷安高科员工回应暴雨：出于安全考虑员工整体放假,"[['stock_sz300845', '捷安高科']]","['  7月16日以来,郑州市连降暴雨,降雨量创1982年以来最大。同时河南全省大部分出现暴雨大暴雨,其中郑州、焦作、新乡、洛阳、许昌等地区出现特大暴雨。7月20日郑州气象台继续发布暴雨红色预警信号,道路交通受阻严重。', '  总部位于郑州的捷安高科一位员工在接受新浪财经采访时表示,公司出于安全考虑已于7月21日给员工全部放假,对公司的短期业绩和经营的影响目前还在评估中,尚未有定论。截止7月21日午时雨势已减弱,影响暂时无法判断。']"
5,https://finance.sina.com.cn/roll/2021-08-10/doc-ikqcfncc1924185.shtml,2021年08月10日 05:47,广东中旗新材料股份有限公司,"[['stock_sz001212', '中旗新材']]","['  广东中旗新材料股份有限公司首次公开发行不超过2,267.00万股人民币普通股(A股)(以下简称“本次发行”)的申请已获中国证券监督管理委员会证监许可[2021] 2346号文核准。', '  本次发行采用网下向符合条件的投资者询价配售(以下简称“网下发行”)和网上按市值申购方式向社会公众投资者定价发行(以下简称“网上发行”)相结合的方式进行。本次发行数量为2,267.00万股,回拨机制启动前,网下初始发行数量为1,360.20万股,占本次发行总量的60%;网上初始发行数量为906.80万股,占本次发行总量的40%。发行人和主承销商将根据初步询价结果,并综合考虑发行人基本面、所处行业、可比上市公司估值水平、市场情况、募集资金需求及承销风险等因素,协商确定发行价格。为了便于社会公众投资者了解发行人的基本情况、发展前景和本次发行的相关安排,发行人和主承销商将就本次发行举行网上路演。', '  1、网上路演时间:2021年8月11日(周三)14:00~17:00', '  2、网上路演网址:全景网(https://rs.p5w.net)', '  中证网(http://www.cs.com.cn)', '  中国证券网 (http://roadshow.cnstock.com)', '  3、参加人员:发行人管理层主要成员和保荐机构(主承销商)相关人员。', '  本次发行的招股意向书全文及相关资料可在中国证监会五家指定网站(巨潮资讯网www.cninfo.com.cn;中证网www.cs.com.cn;中国证券网www.cnstock.com;证券时报网www.stcn.com;证券日报网www. www.zqrb.cn)查阅。', '  敬请广大投资者关注。', '  发行人:广东中旗新材料股份有限公司', '  保荐机构(主承销商):民生证券股份有限公司', '  2021年8月10日']"
6,https://finance.sina.com.cn/stock/s/2021-07-30/doc-ikqcfnca9942429.shtml,2021年07月30日 16:11,亿阳信通信披违规将受处罚 受损股民可准备索赔,"[['stock_sh600289', 'ST信通']]","['  受损股民可至新浪股民维权平台登记该公司维权:http://wq.finance.sina.com.cn/', '  关注@新浪证券、微信关注新浪券商基金、百度搜索新浪股民维权、访问新浪财经客户端、新浪财经首页都能找到我们!', '  7月27日晚间,ST信通(维权)(600289)披露公告显示,因涉嫌未及时披露及未在定期报告中披露对外担保和控股股东非经营性占用资金情况,公司收到了中国证券监督管理委员会黑龙江监管局下发的《行政处罚及市场禁入事先告知书》。(ST信通维权入口)', '  2017年12月6日,中国证券监督管理委员会下发了《调查通知书》,对公司进行立案调查。经过长达4年的调查,2021年7月黑龙江监管局终于向亿阳通信下发了《行政处罚及市场禁入事先告知书》,认定了亿阳信通及其高级管理层涉嫌信息披露违法违规的事实。告知书中认定的事实如下:', '  一、未及时披露及未在定期报告中披露对外担保有关情况', '  亿阳信通在2016年、2017年分别为亿阳集团等关联方提供23笔、39笔担保,合计金额分别为250055.72万元、434500.09万元。亿阳信通未按规定及时对上述情况履行信息披露义务,也未在2016年、2017年的相关定期报告中披露(2017年年度报告除外)。', '  二、未及时披露及未在定期报告中披露控股股东非经营性占用资金情况', '  截至2017年底,亿阳集团通过北京五洲博通科技有限公司以与亿阳信通签订商务合同的形式长期占用亿阳信通资金,形成亿阳信通对五洲博通的其他应收款4.69亿元。截至2017年11月,亿阳信通累计代亿阳集团向其监事张小红支付工资161.85万元。亿阳信通未按规定及时对上述情况履行信息披露义务,也未在2016年、2017年的相关定期报告中披露(2017年年度报告除外)。', '  黑龙江监管局调查认为,亿阳信通2016年年度报告、半年度报告、2017年半年度报告存在重大遗漏及未及时披露重大事件的行为,涉嫌违反了2005年《证券法》相关规范,构成违法行为,拟对其进行处罚。', '  黑龙江监管局依法拟决定,对亿阳信通及时任实控人等4名责任人给予责令改正、警告和总罚款200万元的处理,其中亿阳信通及时任实控人邓伟均被处以60万元的顶格罚款。', '  此外,因亿阳信通时任实际控制人邓伟、时任执行总裁邓清通过采取隐瞒重大事件等手段实施信息披露违法行为,数额特别巨大,严重扰乱证券市场秩序,严重损害投资者利益,依照《证券法》第二百二十三条、《证券市场禁入规定》第三条第二项、第五条第三项,黑龙江监管局拟决定对邓伟采取终身市场禁入措施,对邓清采取五年证券市场禁入措施。', '  公开资料显示,亿阳信通的经营范围为电信增值业务运营。主营业务为计算机与通信业务、智能交通业务、电子商务业务,占营收比例分别为:92.18%、7.53%、0.13%。据亿阳信通2020年年报,公司2020年营业收入约5.24亿元;归属于上市公司股东的净利润亏损约3.61亿元,同比减少124.05%;基本每股收益亏损0.5728元。', '  6至7月,亿阳信通多名高管先后辞职。CFO(财务总监)朱厚荣、公司独立董事杨放春、独立董事朱立飞等都申请辞去公司职务,辞职后将不再担任公司任何职务。', '  7月初,ST信通突然发布公告称,王立纬、郭世民、吕秀芬等5位股东要求在即将召开的临时股东大会上,罢免董事总裁曹星、董事长袁义祥、董事陆鹏等6位现任董事。这几位股东均表示长期持有ST信通股票,对现任董事会和管理层“非常失望”,希望能够“简化公司复杂冗余的董事会架构”。', '  7月28日,亿阳信通报收3.3每股,成交量6.01万手,成交金额1969万元。现总市值20.19亿,净市值18.11亿。', '  北京市盈科(无锡)律师事务所齐程军律师提示:ST信通(600289)索赔条件暂定为于2016年1月8日至2017年12月7日间买入,并于2017年12月8日及之后卖出或持有而亏损的投资者,受损股民可着手准备索赔事宜(最终索赔条件以证监会处罚及法院认定为准)。', '  (本文由北京市盈科(无锡)律师事务所齐程军律师供稿,不代表新浪财经观点。齐程军律师,北京市盈科(无锡)律师事务所合伙人律师,证券维权律师,从事投资维权工作超8年。代理百余家上市公司近万件维权案件)']"
7,https://finance.sina.com.cn/money/bank/gsdt/2019-07-08/doc-ihytcerm2244558.shtml,2019年07月08日 21:01,20.68亿挂牌转让总部大楼 浦发银行为何先卖再返租?,"[['stock_sh600000', '浦发银行']]","['  原标题:20.68亿挂牌转让总部大楼,浦发银行为何先卖再返租?', '  事实上,这并非是浦发银行首次出售房产,且银行卖房的情况并不罕见。', '  近期,一则不动产售卖信息引起了市场关注。', '  上海联合产权交易所平台显示,浦发银行日前挂牌出让位于上海市中心区的总部大楼东银大厦项目。东银大厦是一幢28层的办公大楼(包括地下1~3层地下车位),坐落于北京东路和浙江中路的交叉口,建筑面积6.14万平方米,转让底价为20.68亿元,购买保证金为4.14亿元。', '  消息一出,浦发银行转让总部办公楼的原因被市场热议。对此,浦发银行方面对第一财经记者表示,东银大厦是浦发银行总行办公楼之一,由于正在建设新的办公楼以满足业务发展的需要,未来对东银大厦将无自用需求,因此将其出让,属于正常的商业行为。', '  挂牌信息显示,因本标的为国有资产,其转让过程中较其他转让方式有所不同,除不可抗力因素外,整个转让过程约180天。', '  值得一提的是,挂牌公告中还提到,浦发银行要求对本次出售物业整体售后返租。返租价格拟定为9963万元/年,在租赁期内租金不变;返租期限拟定为2年,租赁起始日为产权过户完成(以不动产登记局颁发不动产权证书日期为准)且上海联合产权交易所收到全部交易价款之日起。', '  同时,要求在租赁满1年的情况下,转让方提前3个月提出退租不承担违约责任,在租赁期满前6个月提出续租,可按原租赁价格续租1年。', '  关于返租的原因,浦发银行对第一财经记者表示:“鉴于大宗房产项目处置时间较长,采用提前处置并返租的方式,可以有效提高资产的利用效率。该房产的出售处置严格按照国有资产处置流程操作,通过产权交易市场公开挂牌竞价,按‘价高者得’的竞价机制出让。”', '  事实上,这并非是浦发银行首次出售房产,且银行卖房的情况并不罕见。去年年底,多家商业银行通过拍卖或者挂牌产权交易所的方式卖房,彼时浦发银行也曾披露挂牌转让14套房产,包含13套住宅和1套商铺,均价从3.8万/平方米到5.8万/平方米不等,合计挂牌底价6190万元。', '  有分析认为,对于上市银行而言,固定资产具有自用非投资属性,因此公允价值计量法只是在固定资产转为投资性房产时才能发力。而在以往,固定资产“变性”的可能性较低,但现在随着银行智能转型的加速,物理网点数量和单店规模有望下降,固定资产变现的可能性加大。']"
8,https://finance.sina.com.cn/stock/s/2021-07-19/doc-ikqciyzk6380656.shtml,2021年07月19日 17:26,辉丰股份股票索赔案件一审胜诉 受损股民仍可索赔,"[['stock_sh601988', '中国银行']]","['  受损股民可至新浪股民维权平台发起维权:http://wq.finance.sina.com.cn/', '  微博关注@新浪证券、微信关注新浪券商基金、百度搜索新浪股民维权、访问新浪财经客户端、新浪财经首页都能找到我们!', '  近日,辉丰股份(证券代码:002496)股票索赔案件获得重大进展。2021年7月16日,南京中院对投资者诉辉丰股份证券虚假陈述责任纠纷案件普通代表人诉讼一案作出一审判决,判决辉丰股份赔偿许某某等4名代表人代表的224名投资者投资损失共计:87199203.78元,人均获赔超过38万元。(ST辉丰维权入口)', '  2019年12月26日,江苏辉丰生物农业股份有限公司(下称:辉丰股份或公司))发布公告称:“公司收到中国证监会江苏监管局(下称江苏证监局)下发的《行政处罚决定书》([2019]6号)。经查明,当事人存在以下违法事实:1、辉丰股份2016年年报、2017年一季报、2017年半年报、2017年三季报虚增营业收入和营业成本;2、辉丰股份2016年年报、2017年半年报关于环保事项的披露与事实不符;3、辉丰股份关于公司高管被采取刑事强制措施的临时公告信息披露不准确。上述行为构成了《证券法》第一百九十三条第一款所述信息披露违法情形,江苏证监局决定对辉丰股份及相关责任人员作出行政处罚。', '  行政处罚作出后,很多投资者起诉要求辉丰股份赔偿投资损失。庭审时,该案主要争议焦点为:', '  一、虚假陈述揭露日的认定', '  虚假陈述揭露日,是指虚假陈述在全国范围发行或者播放的报刊、电台、电视台等媒体上,首次被公开揭露之日。一般以立案调查公告日、行政处罚事先告知书公告日、上市公司披露相关事件公告日、媒体披露相关事件日期;以及正式处罚决定书公告日为虚假陈述揭露日。证券虚假陈述揭露日在证券维权案件中具有决定意义,它关系到投资者的损失能否获赔以及赔偿金额的多少。', '  南京中院审理后认为:生态环境部官方网站通报辉丰股份严重环境污染之日为本案虚假陈述揭露日,即2018年4月20日为案涉虚假陈述行为的揭露日。', '  二、原告损失与案涉虚假陈述行为之间是否存在因果关系;以及证券市场风险等因素的影响比例。', '  最高人民法院《关于证券纠纷代表人诉讼若干问题的规定》(下称《代表人诉讼规定》)规定:“人民法院可以依当事人的申请,委托双方认可或者随机抽取的专业机构对投资损失数额、证券侵权行为以外其他风险因素导致的损失扣除比例等进行核定”。', '  南京中院判决认为辉丰股份案涉虚假陈述行为与原告损失之间存在因果关系,并委托专业机构对证券市场系统风险的影响比例及原告损失进行了测算。', '  三、代表人主张的律师费应否支持', '  《代表人诉讼规定》规定:“代表人请求败诉的被告赔偿合理的公告费、通知费、律师费等费用的,人民法院应当予以支持”。', '  南京中院判决认为:根据司法解释上述规定,结合本次代表人诉讼的原告人数、代表人委托的律师前往人民法院参加庭前会议、庭审等诉讼活动的次数等因素,法院酌定支持3万元律师费。 ', '  中国证监会对辉丰股份的行政处罚决定书是在2019年12月26日作出的,诉讼时效3年,至2022年12月25日诉讼时效届满,符合索赔条件的投资者须抓紧时间诉讼。', '  对于辉丰股份股票索赔的条件,章祥兵律师认为:在2017年4月26日至2018年4月19日期间买入辉丰股份股票,且在2018年4月19日收盘时仍持有该股票的受损投资者,仍然可以进行索赔诉讼。', '  符合索赔条件的投资者,可联系江苏博爱星律师事务所章祥兵律师团队,并提供下述文件:身份证公证书、加盖证券公司营业部印章的证券账户查询确认单和股票交易对账单原件(首次买入该股票至今)、详细联系方式。', '  章祥兵律师声明:', '  1、最终索赔条件以法院生效判决认定为准。', '  2、律师费为风险代理,在投资者获赔后再支付。', '  (本文由江苏博爱星律师事务所章祥兵律师供稿,不代表新浪财经立场。章祥兵律师,知名证券维权律师。西南政法大学民商法研究生毕业,法学硕士。擅长代理证券诉讼、金融维权案件,有多年投资者维权诉讼经验,成功代理或正在代理数百件投资者维权案件,代理了多件具有重大社会影响和标志性意义的案件。中国银行“原油宝”民事案件入选2020年度全国法院十大商事案例)']"
9,https://finance.sina.com.cn/stock/hkstock/hkstocknews/2021-08-09/doc-ikqciyzm0339503.shtml,2021年08月09日 07:10,40年后，扶我起来再看一眼新能源,"[['hkstock_hk01211', '比亚迪']]","['  怎么应对高估的新能源?不妨从2000年前后的纳斯达克互联网泡沫中找点借鉴。', '  来源 |懒猫的丰收日', '  新能源真的很火。', '  国外,拜登签署了美国最激进的新能源车政策,2030年零排放汽车将占“半壁江山”。', '  国内,某头部券商直接给出了宁德时代2060年的经营预期。', '  如果我没记错的话,今年应该是.....2021年?', '  之前卖方给热门赛道2035年的估值,懒猫都觉得不可思议,现在看来,我还是太缺乏想象力了啊~!', '  基金公司也不甘落后。', '  7月27日,华夏基金“碳中和ETF”正式发售,誓要拿下第一只碳中和指数基金,捍卫“指数基金一哥”的荣誉。', '  但,易方达和广发基金竟然不走寻常路,成功截胡华夏基金。', '  7月28日,易方达直接将旗下的“低碳ETF”改名为“碳中和50ETF”。', '  同一天,广发基金也将旗下的“环保ETF”改名为“碳中和龙头ETF”。', '  要知道,华夏基金的碳中和ETF今天才上市交易,足足晚了9天。', '  乱了,乱了,各方围绕新能源大打出手,乱成了一锅粥。', '  01新能源怎么就火起来了?', '  春节前,白酒还是YYDS。', '  这才过了几个月,新能源咋就成了流量担当?', '  追根溯源,这要从去年7月份那场戛然而止的小牛市说起。', '  全面牛市预期落空后,机构资金选择了抱团一两个品种,重点突围。', '  当时选择的是白酒和新能源。', '  在抱团资金的助推下,白酒和新能源一路高歌猛进,张坤、赵诣先后封神。', '  但出来混迟早是要还的。', '  高估值压力下,抱团资金崩溃,白酒和新能源也在春节后持续回调。', '  行情就这样进入真空期,机构资金也没了方向,苦熬着。', '  熬着熬着,就又有资金耐不住寂寞,想搞事情了。', '  但,低估的看不上。', '  看得上的,估值又都高高在上。', '  往哪个方向抱团呢?', '  矮子里拔将军,谁的成长空间大、确定性高,就重新抱团谁呗。', '  白酒、医药是刚需,确定性最高,但一眼望到头,成长空间有限啊。', '  只有新能源,不管光伏还是新能源车都即将摆脱补贴,具备了和煤电、燃油车硬碰硬干一仗的实力。', '  成长空间彻底打开,未来几年的业绩预期也都拉满了。', '  于是,新能源就成了各路资金的最佳选择。', '  我们看到,能力圈在医药的兰兰,买了新能源。', '  专注科技股好多年的冯明远,为了基金名副其实,也将从仓位从科技股换成了新能源股。', '  因白酒名声大噪的侯昊,更是顺势发了新能源指数基金。', '  就这样,新能源取代白酒,创新高,成为新·YYDS。', '  02新能源估值高不高?', '  大涨后,新能源估值高不高?', '  高。', '  那是相当的高。', '  这是新能源车指数的估值,', '  PE是74.96倍,已经超过春节前的估值。', '  龙头股的估值更高。', '  宁德时代,过去一年涨了157%,PE达到186倍。', '  机构对宁德时代的一致预期是,3年翻两番,2023年业绩达到236亿。', '  也就是说,3年高速增长后,宁德时代PE还有54倍(和医药、科技龙头股现在的估值差不多)。', '  比亚迪更夸张,过去1年涨了3%,PE达到了199倍。', '  机构对比亚迪的一致预期是,3年翻一番,2023年业绩达到96亿。', '  3年后,比亚迪的PE是90倍。', '  说新能源,尤其是新能源车估值不高,那是骗人的。', '  这么高的估值,新能源行情能坚持多久?', '  03怎么应对高估的新能源?', '  前事不忘后事之师,怎么应对高估的新能源,不妨从2000年前后的纳斯达克互联网泡沫中找点借鉴。', '  不得不说,今天的新能源和当时的互联网还是有很多相似之处的。', '  两者都是下一个时代的新技术。', '  互联网对人类社会20年的改造,大家已经有目共睹。', '  新能源一旦大规模应用,人类也将摆脱对化石能源的依赖,地缘政治格局会因此改写,人类也可能进入下一个新纪元。', '  而且,当时美国也有互联网顶层规划,', '  1993年,克林顿公布了“美国国家信息基础设施(NationalInformationInfrastructure)”计划。', '  整个行业也处于飞速发展中,', '  IBM和DELL成功将电脑带入寻常百姓家。', '  2000年时,已经有4300多万台个人电脑成功联网,是1990年的130多倍。', '  华尔街也没闲着,', '  有“互联网女皇”之称的摩根士丹利分析师MaryMeeker狂推互联网公司。', '  买互联网的基金经理更是如过江之鲫。不买互联网,那你就是跟不上时代潮流。', '  只知道买可口可乐的巴菲特,还因此被嫌弃“过时”。', '  新技术,政策支持,行业飞速发展,明星分析师力推、明星基金经理狂买...', '  烈火烹油之下,纳斯达克指数高歌猛进了4年多。', '  1996年到2000年最高点,足足涨了5倍。', '  但好景不长,随后泡沫破灭,纳斯达克指数在2年半中跌了78%,回到了1996年的起点。', '  唏嘘~', '  大家也看到了,虽然热闹了好几年,但互联网哪来的还是回哪去了。', '  没必要因为还在赚钱,就无视泡沫或高估值的存在,多一份小心,留一丝清醒,总是好的。', '  但是,也要正视一个事实:', '  没人能猜到泡沫会在何时破灭。', '  纳斯达克泡沫持续了5年,期间的任何一次下车或做空,事后来看都是错误的。', '  电影《大空头》看过吧,主人公(迈克尔·布瑞)看到了房地产泡沫,但提前2年多做空,险些没撑过去。', '  而且,泡沫也不一定就要破灭。', '  所谓泡沫,就是市场价格远高于内在价值。', '  但请永远记住一点,内在价值是可以不断增长的。', '  通过内在价值的增长,是可以消化泡沫的。', '  Facebook涨了那么多,PE只有26倍。', '  谷歌涨了那么多,PE只有29倍。', '  微软也涨了不少,PE只有35倍。', '  毫无疑问,新能源估值已经很高,但估值高,不代表不会继续涨,比如,纳斯达克互联网泡沫,估值高,崩盘前同样能涨好几年。', '  甚至,长期持续下去也不是没可能。', '  比如,过去10年美股科技股牛市。喊美股崩盘的声音喊了10多年,但美股还在创新高。', '  当然,也有可能因为太热闹,很快就跌下来了。', '  比如春节前抱团的白酒。', '  泡沫的三种结局,新能源会走哪一条呢?', '  我们很难精准的判断短期市场走势,不排除少数人艺高人胆大,游刃有余,能够从复杂的行情中赚到钱。', '  这类人,通常也不需要别人给意见、给答案。', '  对于更多普通人来说,能赚让自己感到舒服的钱才是最重要的事,当所有人都抢着要上车的时候,恰恰是危险的时候,春节前已经踩过一次坑的人,不要来回掉进同一个坑里哦。']"
